hex,nacetyl,deoxyhexose,sialicacid,sulphate,amino,omethyl,oacetyl,pent,phosphate,glyconnect_id,glytoucan_id,mass
4,0,1,0,0,0,0,0,0,0,1073,G86056PA,812.2797
11,3,0,0,0,0,0,0,0,0,1093,G63776KU,1923.6712
12,6,2,1,0,0,0,0,0,0,1092,G64130AC,2792.015
11,6,2,1,0,0,0,0,0,0,1091,G53844ZR,2629.9622
7,3,2,1,0,0,0,0,0,0,1090,G70961NC,1858.6712
11,11,0,0,0,0,0,0,0,0,1097,G70961NC,2251.884
6,3,1,4,0,0,0,0,0,0,1102,G70961NC,2423.8467
17,6,0,2,0,0,0,0,0,0,1098,G70961NC,3601.2586
7,3,0,3,0,0,0,0,0,0,1100,G70961NC,2148.7462
14,8,2,0,0,0,0,0,0,0,1101,G70961NC,2907.0784
10,6,1,1,0,0,0,0,0,0,723,G20732FY,2321.8515
6,2,0,2,0,0,0,0,0,0,1129,G20732FY,1654.5714
6,2,3,0,0,0,0,0,0,0,1127,G20732FY,1510.5543
8,3,3,1,0,0,0,0,0,0,1131,G20732FY,2166.7819
8,3,1,2,0,0,0,0,0,0,1130,G20732FY,2165.7615
8,3,4,0,0,0,0,0,0,0,1132,G20732FY,2021.7444
8,3,5,0,0,0,0,0,0,0,1133,G20732FY,2167.8023
12,5,2,1,0,0,0,0,0,0,1135,G20732FY,2750.9884
12,5,3,0,0,0,0,0,0,0,1136,G20732FY,2605.9509
12,5,2,0,0,0,0,0,0,0,1137,G20732FY,2459.893
10,4,4,0,0,0,0,0,0,0,1134,G20732FY,2386.8766
7,2,2,0,0,0,0,0,0,0,1104,G20732FY,1526.5492
11,7,3,0,0,0,0,0,0,0,1140,G20732FY,2525.9513
9,4,5,0,0,0,0,0,0,0,1141,G20732FY,2370.8817
10,6,4,0,0,0,0,0,0,0,1139,G20732FY,2468.9298
13,4,1,0,0,0,0,0,0,0,1142,G20732FY,2434.8613
7,2,3,0,0,0,0,0,0,0,1149,G20732FY,1672.6071
14,6,2,0,0,0,0,0,0,0,1150,G20732FY,2825.0252
14,6,3,0,0,0,0,0,0,0,1151,G20732FY,2971.0831
7,0,0,0,0,0,0,0,0,0,1148,G20732FY,1152.3802
8,0,0,0,0,0,0,0,0,0,1147,G20732FY,1314.433
17,8,1,1,0,0,0,1,0,0,1269,G20732FY,3580.2849
19,9,1,2,0,0,0,0,0,0,1223,G20732FY,4194.5019
15,7,1,4,0,0,0,4,0,0,1264,G20732FY,4214.4707
17,8,1,2,0,0,0,0,0,0,1270,G20732FY,3829.3697
17,9,1,3,0,0,0,0,0,0,1268,G20732FY,4161.4917
13,6,1,3,0,0,0,3,0,0,1246,G20732FY,3516.2325
13,6,1,4,0,0,0,2,0,0,1248,G20732FY,3765.3173
17,8,1,3,0,0,0,1,0,0,1271,G20732FY,4162.4757
13,6,1,3,0,0,0,4,0,0,1247,G20732FY,3558.2431
17,8,1,3,0,0,0,2,0,0,1272,G20732FY,4204.4863
11,5,1,1,0,0,0,2,0,0,1233,G20732FY,2526.8989
13,6,1,3,0,0,0,1,0,0,1244,G20732FY,3432.2113
13,6,1,1,0,0,0,1,0,0,1241,G20732FY,2850.0205
13,6,1,2,0,0,0,2,0,0,1243,G20732FY,3183.1265
19,9,1,1,0,0,0,0,0,0,1222,G20732FY,3903.4065
13,6,1,2,0,0,0,1,0,0,1242,G20732FY,3141.1159
15,7,1,3,0,0,0,2,0,0,1259,G20732FY,3839.3541
11,5,1,3,0,0,0,2,0,0,1236,G20732FY,3109.0897
15,7,1,2,0,0,0,1,0,0,1256,G20732FY,3506.2481
17,8,1,4,0,0,0,1,0,0,1273,G20732FY,4453.5711
11,5,1,2,0,0,0,2,0,0,1235,G20732FY,2817.9943
15,7,1,1,0,0,0,1,0,0,1255,G20732FY,3215.1527
15,7,1,4,0,0,0,5,0,0,1265,G20732FY,4256.4813
11,5,1,1,0,0,0,1,0,0,1232,G20732FY,2484.8883
15,7,1,4,0,0,0,3,0,0,1263,G20732FY,4172.4601
11,5,1,2,0,0,0,1,0,0,1234,G20732FY,2775.9837
15,7,1,4,0,0,0,1,0,0,1261,G20732FY,4088.4389
13,6,1,3,0,0,0,2,0,0,1245,G20732FY,3474.2219
15,7,1,3,0,0,0,1,0,0,1258,G20732FY,3797.3435
15,7,1,4,0,0,0,2,0,0,1262,G20732FY,4130.4495
15,7,1,3,0,0,0,3,0,0,1260,G20732FY,3881.3647
17,8,1,4,0,0,0,2,0,0,1274,G20732FY,4495.5817
2,1,0,2,0,0,0,4,0,0,1287,G20732FY,1133.376
1,1,0,1,0,0,0,2,0,0,1292,G20732FY,596.2066
1,1,0,1,0,0,0,1,0,0,1291,G20732FY,554.196
2,1,0,2,0,0,0,3,0,0,1286,G20732FY,1091.3654
2,1,0,1,0,0,0,2,0,0,1280,G20732FY,758.2594
13,6,1,5,0,0,0,1,0,0,1254,G20732FY,4014.4021
9,4,1,1,0,0,0,2,0,0,1227,G20732FY,2161.7667
11,5,1,4,0,0,0,2,0,0,1240,G20732FY,3400.1851
15,7,1,2,0,0,0,2,0,0,1257,G20732FY,3548.2587
9,4,1,2,0,0,0,2,0,0,1228,G20732FY,2452.8621
6,2,0,0,0,0,0,0,0,1,1225,G20732FY,1152.3469
9,4,1,3,0,0,0,1,0,0,1230,G20732FY,2701.9469
7,2,1,0,0,0,0,0,0,1,1226,G20732FY,1460.4576
13,6,1,4,0,0,0,4,0,0,1250,G20732FY,3849.3385
13,6,1,5,0,0,0,0,0,0,1253,G20732FY,3972.3915
11,5,1,4,0,0,0,0,0,0,1238,G20732FY,3316.1639
9,4,1,2,0,0,0,3,0,0,1229,G20732FY,2494.8727
13,6,1,4,0,0,0,5,0,0,1251,G20732FY,3891.3491
9,4,1,3,0,0,0,2,0,0,1231,G20732FY,2743.9575
15,7,1,5,0,0,0,0,0,0,1266,G20732FY,4337.5237
11,5,1,3,0,0,0,3,0,0,1237,G20732FY,3151.1003
6,2,1,0,0,0,0,0,0,1,1224,G20732FY,1298.4048
13,6,1,4,0,0,0,3,0,0,1249,G20732FY,3807.3279
11,5,1,4,0,0,0,1,0,0,1239,G20732FY,3358.1745
13,6,1,4,0,0,0,6,0,0,1252,G20732FY,3933.3597
15,7,2,3,0,0,0,0,0,0,1267,G20732FY,3901.3908
2,1,0,3,0,0,0,1,0,0,1299,G20732FY,1298.4396
4,2,0,2,0,0,0,2,0,0,1303,G20732FY,1414.487
2,1,0,3,0,0,0,2,0,0,1300,G20732FY,1340.4502
4,2,0,2,0,0,0,1,0,0,1302,G20732FY,1372.4764
2,1,0,3,0,0,0,3,0,0,1301,G20732FY,1382.4608
4,2,1,2,0,0,0,2,0,0,1305,G20732FY,1560.5449
4,2,1,2,0,0,0,1,0,0,1304,G20732FY,1518.5343
8,4,0,3,0,0,0,0,0,0,1308,G20732FY,2351.8256
4,2,0,3,0,0,0,1,0,0,1306,G20732FY,1663.5718
4,2,0,3,0,0,0,2,0,0,1307,G20732FY,1705.5824
14,7,0,0,0,0,0,0,0,0,1105,G20732FY,2573.936
5,2,0,0,0,2,0,0,0,0,1309,G20732FY,938.2863
5,2,0,0,0,1,0,0,0,0,1310,G20732FY,924.307
2,1,1,0,0,1,0,0,0,0,1314,G20732FY,543.1799
8,5,0,1,0,0,0,0,0,0,926,G15363AF,1810.6614
9,3,1,2,0,0,0,0,0,0,1311,G15363AF,2327.8143
9,3,0,2,0,0,0,0,0,0,1312,G15363AF,2181.7564
13,7,2,1,0,0,0,0,0,0,1325,G15363AF,2995.0944
12,6,3,1,0,0,0,0,0,0,1331,G15363AF,2938.0729
14,7,3,1,0,0,0,0,0,0,1320,G15363AF,3303.2051
12,7,2,1,0,0,0,0,0,0,1318,G15363AF,2833.0416
13,7,3,2,0,0,0,0,0,0,1317,G15363AF,3432.2477
14,7,3,2,0,0,0,0,0,0,1329,G15363AF,3594.3005
13,7,3,1,0,0,0,0,0,0,1319,G15363AF,3141.1523
12,7,2,2,0,0,0,0,0,0,1332,G15363AF,3124.137
11,6,3,1,0,0,0,0,0,0,1316,G15363AF,2776.0201
13,7,2,2,0,0,0,0,0,0,1322,G15363AF,3286.1898
14,7,4,2,0,0,0,0,0,0,1333,G15363AF,3740.3584
13,7,2,3,0,0,0,0,0,0,1327,G15363AF,3577.2852
13,4,3,2,0,0,0,0,0,0,1315,G15363AF,3309.1679
11,6,2,2,0,0,0,0,0,0,1330,G15363AF,2921.0576
14,7,2,3,0,0,0,0,0,0,1324,G15363AF,3739.338
14,7,4,1,0,0,0,0,0,0,1326,G15363AF,3449.263
14,7,3,3,0,0,0,0,0,0,1323,G15363AF,3885.3959
11,6,2,3,0,0,0,0,0,0,1321,G15363AF,3212.153
12,7,1,3,0,0,0,0,0,0,1328,G15363AF,3269.1745
4,3,0,1,1,0,0,0,0,0,1334,G15363AF,1160.3538
14,7,1,1,0,0,0,0,0,0,1335,G15363AF,3011.0893
7,3,2,0,2,0,0,0,0,0,1336,G15363AF,1727.4894
14,7,0,2,0,0,0,0,0,0,1345,G15363AF,3156.1268
14,7,2,1,0,0,0,0,0,0,1342,G15363AF,3157.1472
12,6,6,0,0,0,0,0,0,0,1338,G15363AF,3085.1512
14,7,0,1,0,0,0,0,0,0,1344,G15363AF,2865.0314
14,7,2,2,0,0,0,0,0,0,1343,G15363AF,3448.2426
13,6,5,3,0,0,0,0,0,0,1341,G15363AF,3974.4323
13,8,2,2,0,0,0,0,0,0,1337,G15363AF,3327.2164
13,6,4,3,0,0,0,0,0,0,1339,G15363AF,3828.3744
13,6,5,1,0,0,0,0,0,0,1340,G15363AF,3392.2415
11,4,0,1,0,0,0,0,0,1,1347,G15363AF,2335.7595
15,7,0,3,0,0,0,0,0,0,1349,G15363AF,3609.275
17,8,0,4,0,0,0,0,0,0,1351,G15363AF,4265.5026
17,8,0,5,0,0,0,0,0,0,1352,G15363AF,4556.598
17,8,1,5,0,0,0,0,0,0,1350,G15363AF,4702.6559
13,6,0,6,0,0,0,0,0,0,1348,G15363AF,4117.429
9,6,0,2,0,0,0,0,0,0,1346,G15363AF,2304.8362
6,2,0,3,0,0,0,0,0,0,1128,G15363AF,1945.6668
4,1,1,2,0,0,0,0,0,0,1126,G15363AF,1435.4971
2,0,0,1,1,0,0,0,0,0,1138,G15363AF,713.1684
5,1,1,1,0,0,0,0,0,0,1353,G15363AF,1306.4545
6,2,3,0,1,0,0,0,0,0,1396,G15363AF,1590.5111
6,2,2,0,1,0,0,0,0,0,1412,G15363AF,1444.4532
9,4,0,2,1,0,0,0,0,0,1354,G15363AF,2302.7398
8,2,0,0,1,0,0,0,0,0,962,G62067NB,1476.443
9,3,0,0,1,0,0,0,0,0,975,G65059GX,1679.5224
10,6,2,1,0,0,0,0,0,0,967,G24164CX,2467.9094
8,4,0,2,1,0,0,0,0,0,1370,G24164CX,2140.687
6,3,0,0,2,0,0,0,0,0,1361,G24164CX,1273.3208
6,3,1,1,1,0,0,0,0,0,1358,G24164CX,1630.5173
7,4,2,2,0,0,0,0,0,0,1363,G24164CX,2190.7932
7,4,1,2,0,0,0,0,0,0,1362,G24164CX,2044.7353
5,2,2,2,0,0,0,0,0,0,1357,G24164CX,1784.6344
8,4,1,3,0,0,0,0,0,0,1366,G24164CX,2497.8835
8,4,3,3,0,0,0,0,0,0,1368,G24164CX,2789.9993
6,3,2,1,1,0,0,0,0,0,1360,G24164CX,1776.5752
4,2,0,3,0,0,0,0,0,0,1355,G24164CX,1621.5612
8,4,1,2,0,0,0,0,0,0,1365,G24164CX,2206.7881
8,4,2,2,0,0,0,0,0,0,1367,G24164CX,2352.846
8,4,0,1,1,0,0,0,0,0,1369,G24164CX,1849.5916
7,4,0,2,2,0,0,0,0,0,1364,G24164CX,2058.591
8,4,0,4,0,0,0,0,0,0,1371,G24164CX,2642.921
6,4,0,2,0,0,0,0,0,0,1356,G24164CX,1736.6246
6,3,1,0,2,0,0,0,0,0,1359,G24164CX,1419.3787
10,2,0,0,0,0,0,0,0,1,1399,G24164CX,1800.5581
7,4,0,0,0,0,0,0,0,1,1397,G24164CX,1396.4529
11,3,0,0,0,0,0,0,0,1,1400,G24164CX,2003.6375
11,5,4,3,0,0,0,0,0,0,1398,G24164CX,3463.2422
5,4,0,2,0,0,0,0,0,0,1406,G24164CX,1574.5718
2,1,0,2,1,0,0,0,0,0,1404,G24164CX,1045.2904
4,2,0,0,2,0,0,0,0,0,1407,G24164CX,908.1886
21,10,1,4,0,0,0,0,0,0,1402,G24164CX,5141.8249
15,7,0,2,0,0,0,0,0,0,1408,G24164CX,3318.1796
17,8,2,4,0,0,0,0,0,0,1409,G24164CX,4557.6184
19,9,2,4,0,0,0,0,0,0,1401,G24164CX,4922.7506
23,11,1,4,0,0,0,0,0,0,1403,G24164CX,5506.9571
17,8,0,2,0,0,0,0,0,0,1410,G24164CX,3683.3118
13,7,4,0,0,0,0,0,0,0,1433,G24164CX,2996.1148
12,7,2,0,0,0,0,0,0,0,1430,G24164CX,2541.9462
15,7,5,1,0,0,0,0,0,0,1435,G24164CX,3757.3737
10,6,2,0,1,0,0,0,0,0,1419,G24164CX,2256.7708
10,6,1,0,1,0,0,0,0,0,1418,G24164CX,2110.7129
11,5,2,0,1,1,0,0,0,0,1424,G24164CX,2391.7762
9,4,0,1,0,0,0,1,0,0,825,G30208WJ,1973.6982
12,6,1,0,1,1,0,0,0,0,1427,G30208WJ,2448.7977
9,4,0,1,0,0,0,2,0,0,826,G17720FO,2015.7088
11,6,1,0,1,1,0,0,0,0,1417,G17720FO,2286.7449
10,5,1,0,0,1,0,0,0,0,1415,G17720FO,2003.7087
10,5,2,0,1,0,0,0,0,0,1425,G17720FO,2215.7442
9,4,0,2,0,0,0,4,0,0,829,G18588YS,2390.8254
9,4,0,2,0,0,0,3,0,0,828,G56199WZ,2348.8148
10,5,3,0,1,0,0,0,0,0,1426,G56199WZ,2361.8021
2,1,0,4,0,0,0,0,0,0,1413,G56199WZ,1547.5244
9,4,2,1,1,0,0,0,0,0,1422,G56199WZ,2303.7602
13,7,3,0,0,0,0,0,0,0,1432,G56199WZ,2850.0569
9,4,0,3,0,0,0,3,0,0,831,G03583HV,2639.9102
3,1,0,2,0,0,0,0,0,0,1118,G03583HV,1127.3864
9,4,0,3,0,0,0,2,0,0,830,G54496BL,2597.8996
9,4,0,3,0,0,0,4,0,0,832,G38173YA,2681.9208
9,4,3,0,1,0,0,0,0,0,1423,G38173YA,2158.7227
9,3,2,1,0,0,0,0,0,0,1431,G38173YA,2182.7768
14,7,5,0,0,0,0,0,0,0,1434,G38173YA,3304.2255
12,7,1,1,0,0,0,0,0,0,1429,G38173YA,2686.9837
9,4,1,0,1,1,0,0,0,0,1414,G38173YA,1880.5861
11,7,1,1,0,0,0,0,0,0,930,G10441JJ,2524.9309
12,6,2,0,1,1,0,0,0,0,1428,G10441JJ,2594.8556
9,4,1,4,0,0,0,0,0,0,1421,G10441JJ,2951.0317
