id	glytoucan_id	format_glyconnect	format_numeric	format_condensed	format_byonic	mass_monoisotopic	reviewed
872	G62461SM	Hex:9 HexNAc:6 Pent:1 Me:6	9,6,0,0,0,1,0,0,0,0,0,6,0,0	H9N6P1m6	HexNAc(6)Hex(9)Pent(1)Me(6) % this composition contains Me (not defined residue for Byonic)	2911.0987	True
869	G62461SM	Hex:8 HexNAc:6 dHex:1 Pent:1 Me:5	8,6,1,0,0,1,0,0,0,0,0,5,0,0	H8N6F1P1m5	HexNAc(6)Hex(8)dHex(1)Pent(1)Me(5) % this composition contains Me (not defined residue for Byonic)	2881.0881	True
860	G62461SM	Hex:7 HexNAc:4 Me:4	7,4,0,0,0,0,0,0,0,0,0,4,0,0	H7N4m4	HexNAc(4)Hex(7)Me(4) % this composition contains Me (not defined residue for Byonic)	2020.7606	True
844	G62461SM	Hex:6 HexNAc:4 dHex:1 Pent:1 Me:3	6,4,1,0,0,1,0,0,0,0,0,3,0,0	H6N4F1P1m3	HexNAc(4)Hex(6)dHex(1)Pent(1)Me(3) % this composition contains Me (not defined residue for Byonic)	2122.7923	True
843	G62461SM	Hex:6 HexNAc:4 Pent:1 Me:3	6,4,0,0,0,1,0,0,0,0,0,3,0,0	H6N4P1m3	HexNAc(4)Hex(6)Pent(1)Me(3) % this composition contains Me (not defined residue for Byonic)	1976.7344	True
861	G62461SM	Hex:7 HexNAc:4 Pent:1 Me:4	7,4,0,0,0,1,0,0,0,0,0,4,0,0	H7N4P1m4	HexNAc(4)Hex(7)Pent(1)Me(4) % this composition contains Me (not defined residue for Byonic)	2152.8029	True
873	G62461SM	Hex:9 HexNAc:6 dHex:1 Pent:1 Me:6	9,6,1,0,0,1,0,0,0,0,0,6,0,0	H9N6F1P1m6	HexNAc(6)Hex(9)dHex(1)Pent(1)Me(6) % this composition contains Me (not defined residue for Byonic)	3057.1566	True
842	G62461SM	Hex:6 HexNAc:4 Me:3	6,4,0,0,0,0,0,0,0,0,0,3,0,0	H6N4m3	HexNAc(4)Hex(6)Me(3) % this composition contains Me (not defined residue for Byonic)	1844.6921	True
9	G50045TK	Hex:5 HexNAc:4	5,4,0,0,0,0,0,0,0,0,0,0,0,0	H5N4	HexNAc(4)Hex(5)	1640.5922	True
240	G20425TQ	Hex:6 HexNAc:5	6,5,0,0,0,0,0,0,0,0,0,0,0,0	H6N5	HexNAc(5)Hex(6)	2005.7244	True
454	G57888GL	Hex:6 HexNAc:6 dHex:1 NeuAc:2	6,6,1,2,0,0,0,0,0,0,0,0,0,0	H6N6F1S2	HexNAc(6)Hex(6)dHex(1)NeuAc(2)	2937.0525	True
100	G23092XT	Hex:7 HexNAc:6 NeuAc:3 Su:1	7,6,0,3,0,0,1,0,0,0,0,0,0,0	H7N6S3s1	HexNAc(6)Hex(7)NeuAc(3)Sulfo(1)	3324.0996	True
31	G09285QR	Hex:6 HexNAc:5 NeuAc:1 Su:1	6,5,0,1,0,0,1,0,0,0,0,0,0,0	H6N5S1s1	HexNAc(5)Hex(6)NeuAc(1)Sulfo(1)	2376.7766	True
236	G67596QA	Hex:7 HexNAc:10 dHex:1 NeuAc:4	7,10,1,4,0,0,0,0,0,0,0,0,0,0	H7N10F1S4	HexNAc(10)Hex(7)dHex(1)NeuAc(4)	4493.6137	True
333	G28975ZZ	Hex:4 HexNAc:5 dHex:1 NeuAc:1 Su:1	4,5,1,1,0,0,1,0,0,0,0,0,0,0	H4N5F1S1s1	HexNAc(5)Hex(4)dHex(1)NeuAc(1)Sulfo(1)	2198.7289	True
233	G16265OF	Hex:7 HexNAc:9 dHex:1 NeuAc:4	7,9,1,4,0,0,0,0,0,0,0,0,0,0	H7N9F1S4	HexNAc(9)Hex(7)dHex(1)NeuAc(4)	4290.5343	True
287	G82233NS	Hex:5 HexNAc:4 NeuAc:1 Su:1	5,4,0,1,0,0,1,0,0,0,0,0,0,0	H5N4S1s1	HexNAc(4)Hex(5)NeuAc(1)Sulfo(1)	2011.6444	True
645	G82233NS	Hex:5 HexNAc:4 dHex:1 Pent:1	5,4,1,0,0,1,0,0,0,0,0,0,0,0	H5N4F1P1	HexNAc(4)Hex(5)dHex(1)Pent(1)	1918.6924	True
513	G82233NS	Hex:4 HexNAc:3 dHex:1 Pent:1	4,3,1,0,0,1,0,0,0,0,0,0,0,0	H4N3F1P1	HexNAc(3)Hex(4)dHex(1)Pent(1)	1553.5602	True
759	G50738IZ	Hex:6 HexNAc:1	6,1,0,0,0,0,0,0,0,0,0,0,0,0	H6N1	HexNAc(1)Hex(6)	1193.4068	True
674	G55394YE	Hex:8 HexNAc:1	8,1,0,0,0,0,0,0,0,0,0,0,0,0	H8N1	HexNAc(1)Hex(8)	1517.5124	True
670	G18022IK	Hex:7 HexNAc:1	7,1,0,0,0,0,0,0,0,0,0,0,0,0	H7N1	HexNAc(1)Hex(7)	1355.4596	True
720	G66760KM	Hex:5 HexNAc:5 NeuAc:1	5,5,0,1,0,0,0,0,0,0,0,0,0,0	H5N5S1	HexNAc(5)Hex(5)NeuAc(1)	2134.767	True
470	G45883VE	Hex:7 HexNAc:7 dHex:1	7,7,1,0,0,0,0,0,0,0,0,0,0,0	H7N7F1	HexNAc(7)Hex(7)dHex(1)	2719.9939	True
209	G70375MX	Hex:6 HexNAc:6 dHex:1	6,6,1,0,0,0,0,0,0,0,0,0,0,0	H6N6F1	HexNAc(6)Hex(6)dHex(1)	2354.8617	True
377	G90093AU	Hex:7 HexNAc:6 dHex:1	7,6,1,0,0,0,0,0,0,0,0,0,0,0	H7N6F1	HexNAc(6)Hex(7)dHex(1)	2516.9145	True
558	G72735IY	Hex:6 HexNAc:3	6,3,0,0,0,0,0,0,0,0,0,0,0,0	H6N3	HexNAc(3)Hex(6)	1599.5656	True
817	G97229JI	Hex:4 HexNAc:4 dHex:2 Su:1	4,4,2,0,0,0,1,0,0,0,0,0,0,0	H4N4F2s1	HexNAc(4)Hex(4)dHex(2)Sulfo(1)	1850.612	True
819	G45437MK	Hex:4 HexNAc:4 dHex:4 Su:1	4,4,4,0,0,0,1,0,0,0,0,0,0,0	H4N4F4s1	HexNAc(4)Hex(4)dHex(4)Sulfo(1)	2142.7278	True
818	G19461LU	Hex:4 HexNAc:4 dHex:3 Su:1	4,4,3,0,0,0,1,0,0,0,0,0,0,0	H4N4F3s1	HexNAc(4)Hex(4)dHex(3)Sulfo(1)	1996.6699	True
123	G82830MN	Hex:6 HexNAc:4 dHex:1 NeuAc:1	6,4,1,1,0,0,0,0,0,0,0,0,0,0	H6N4F1S1	HexNAc(4)Hex(6)dHex(1)NeuAc(1)	2239.7983	True
534	G54612UD	Hex:4 HexNAc:5 NeuAc:2	4,5,0,2,0,0,0,0,0,0,0,0,0,0	H4N5S2	HexNAc(5)Hex(4)NeuAc(2)	2263.8096	True
763	G83951ZY	Hex:4 HexNAc:6 NeuAc:2	4,6,0,2,0,0,0,0,0,0,0,0,0,0	H4N6S2	HexNAc(6)Hex(4)NeuAc(2)	2466.889	True
372	G57581QG	Hex:8 HexNAc:7 dHex:1 NeuAc:4	8,7,1,4,0,0,0,0,0,0,0,0,0,0	H8N7F1S4	HexNAc(7)Hex(8)dHex(1)NeuAc(4)	4046.4283	True
468	G39595FH	Hex:7 HexNAc:6 dHex:1 NeuAc:3	7,6,1,3,0,0,0,0,0,0,0,0,0,0	H7N6F1S3	HexNAc(6)Hex(7)dHex(1)NeuAc(3)	3390.2007	True
508	G39595FH	Hex:10 HexNAc:9 dHex:1 NeuAc:4	10,9,1,4,0,0,0,0,0,0,0,0,0,0	H10N9F1S4	HexNAc(9)Hex(10)dHex(1)NeuAc(4)	4776.6927	True
440	G91152KU	Hex:9 HexNAc:8 dHex:1 NeuAc:4	9,8,1,4,0,0,0,0,0,0,0,0,0,0	H9N8F1S4	HexNAc(8)Hex(9)dHex(1)NeuAc(4)	4411.5605	True
827	G32169KA	Hex:5 HexNAc:4 NeuAc:2 Ac:1	5,4,0,2,0,0,0,0,0,0,0,0,1,0	H5N4S2a1	HexNAc(4)Hex(5)NeuAc(2)Acetyl(1)	2264.7936	True
774	G90665LO	Hex:5 HexNAc:4 NeuAc:2 Ac:2	5,4,0,2,0,0,0,0,0,0,0,0,2,0	H5N4S2a2	HexNAc(4)Hex(5)NeuAc(2)Acetyl(2)	2306.8042	True
62	G40221NN	Hex:4 HexNAc:4 dHex:1 NeuAc:1 Su:1	4,4,1,1,0,0,1,0,0,0,0,0,0,0	H4N4F1S1s1	HexNAc(4)Hex(4)dHex(1)NeuAc(1)Sulfo(1)	1995.6495	True
529	G31966KA	Hex:6 HexNAc:4 dHex:1 NeuGc:1	6,4,1,0,1,0,0,0,0,0,0,0,0,0	H6N4F1G1	HexNAc(4)Hex(6)dHex(1)NeuGc(1)	2255.7932	True
16	G25140YL	Hex:6 HexNAc:4 dHex:1 NeuAc:1 Su:1	6,4,1,1,0,0,1,0,0,0,0,0,0,0	H6N4F1S1s1	HexNAc(4)Hex(6)dHex(1)NeuAc(1)Sulfo(1)	2319.7551	True
713	G29880MM	Hex:4 HexNAc:3 dHex:1	4,3,1,0,0,0,0,0,0,0,0,0,0,0	H4N3F1	HexNAc(3)Hex(4)dHex(1)	1421.5179	True
196	G70894RY	Hex:9 HexNAc:8 dHex:1	9,8,1,0,0,0,0,0,0,0,0,0,0,0	H9N8F1	HexNAc(8)Hex(9)dHex(1)	3247.1789	True
486	G31544HA	Hex:8 HexNAc:7 dHex:1	8,7,1,0,0,0,0,0,0,0,0,0,0,0	H8N7F1	HexNAc(7)Hex(8)dHex(1)	2882.0467	True
223	G41882MT	Hex:7 HexNAc:6 NeuAc:1	7,6,0,1,0,0,0,0,0,0,0,0,0,0	H7N6S1	HexNAc(6)Hex(7)NeuAc(1)	2661.952	True
113	G47012YE	Hex:7 HexNAc:6	7,6,0,0,0,0,0,0,0,0,0,0,0,0	H7N6	HexNAc(6)Hex(7)	2370.8566	True
174	G47012YE	Hex:11 HexNAc:2	11,2,0,0,0,0,0,0,0,0,0,0,0,0	H11N2	HexNAc(2)Hex(11)	2206.7502	True
81	G47012YE	Hex:12 HexNAc:2	12,2,0,0,0,0,0,0,0,0,0,0,0,0	H12N2	HexNAc(2)Hex(12)	2368.803	True
554	G37570AP	Hex:6 HexNAc:7 dHex:1 NeuAc:4	6,7,1,4,0,0,0,0,0,0,0,0,0,0	H6N7F1S4	HexNAc(7)Hex(6)dHex(1)NeuAc(4)	3722.3227	True
367	G56284ZY	Hex:3 HexNAc:6 dHex:3	3,6,3,0,0,0,0,0,0,0,0,0,0,0	H3N6F3	HexNAc(6)Hex(3)dHex(3)	2160.8191	True
384	G48488CO	Hex:8 HexNAc:7 dHex:1 NeuAc:3	8,7,1,3,0,0,0,0,0,0,0,0,0,0	H8N7F1S3	HexNAc(7)Hex(8)dHex(1)NeuAc(3)	3755.3329	True
301	G16208YZ	Hex:9 HexNAc:8 dHex:1 NeuAc:3	9,8,1,3,0,0,0,0,0,0,0,0,0,0	H9N8F1S3	HexNAc(8)Hex(9)dHex(1)NeuAc(3)	4120.4651	True
273	G64394MX	Hex:7 HexNAc:6 dHex:1 NeuAc:2	7,6,1,2,0,0,0,0,0,0,0,0,0,0	H7N6F1S2	HexNAc(6)Hex(7)dHex(1)NeuAc(2)	3099.1053	True
200	G05813WO	Hex:7 HexNAc:6 dHex:1 NeuAc:3 NeuGc:1	7,6,1,3,1,0,0,0,0,0,0,0,0,0	H7N6F1S3G1	HexNAc(6)Hex(7)dHex(1)NeuAc(3)NeuGc(1)	3697.291	True
846	G94974XB	Hex:6 HexNAc:5 dHex:1 NeuAc:3 Ac:1	6,5,1,3,0,0,0,0,0,0,0,0,1,0	H6N5F1S3a1	HexNAc(5)Hex(6)dHex(1)NeuAc(3)Acetyl(1)	3067.0791	True
309	G75154UG	Hex:8 HexNAc:7 dHex:1 NeuAc:3 NeuGc:1	8,7,1,3,1,0,0,0,0,0,0,0,0,0	H8N7F1S3G1	HexNAc(7)Hex(8)dHex(1)NeuAc(3)NeuGc(1)	4062.4232	True
864	G98259QP	Hex:7 HexNAc:6 dHex:1 NeuAc:4 Ac:1	7,6,1,4,0,0,0,0,0,0,0,0,1,0	H7N6F1S4a1	HexNAc(6)Hex(7)dHex(1)NeuAc(4)Acetyl(1)	3723.3067	True
370	G10773YW	Hex:6 HexNAc:3 dHex:1 NeuAc:1	6,3,1,1,0,0,0,0,0,0,0,0,0,0	H6N3F1S1	HexNAc(3)Hex(6)dHex(1)NeuAc(1)	2036.7189	True
331	G34730YF	Hex:5 HexNAc:3 dHex:1 NeuAc:1	5,3,1,1,0,0,0,0,0,0,0,0,0,0	H5N3F1S1	HexNAc(3)Hex(5)dHex(1)NeuAc(1)	1874.6661	True
888	G34730YF	Hex:19 HexNAc:18 NeuAc:2	19,18,0,2,0,0,0,0,0,0,0,0,0,0	H19N18S2	HexNAc(18)Hex(19)NeuAc(2)	7334.6338	True
894	G34730YF	Hex:19 HexNAc:19 NeuAc:1	19,19,0,1,0,0,0,0,0,0,0,0,0,0	H19N19S1	HexNAc(19)Hex(19)NeuAc(1)	7246.6178	True
897	G34730YF	Hex:19 HexNAc:19 dHex:1 NeuAc:1	19,19,1,1,0,0,0,0,0,0,0,0,0,0	H19N19F1S1	HexNAc(19)Hex(19)dHex(1)NeuAc(1)	7392.6757	True
895	G34730YF	Hex:19 HexNAc:19 NeuAc:2	19,19,0,2,0,0,0,0,0,0,0,0,0,0	H19N19S2	HexNAc(19)Hex(19)NeuAc(2)	7537.7132	True
891	G34730YF	Hex:19 HexNAc:18 dHex:1 NeuAc:2	19,18,1,2,0,0,0,0,0,0,0,0,0,0	H19N18F1S2	HexNAc(18)Hex(19)dHex(1)NeuAc(2)	7480.6917	True
898	G34730YF	Hex:19 HexNAc:19 dHex:1 NeuAc:2	19,19,1,2,0,0,0,0,0,0,0,0,0,0	H19N19F1S2	HexNAc(19)Hex(19)dHex(1)NeuAc(2)	7683.7711	True
886	G34730YF	Hex:19 HexNAc:18	19,18,0,0,0,0,0,0,0,0,0,0,0,0	H19N18	HexNAc(18)Hex(19)	6752.443	True
896	G34730YF	Hex:19 HexNAc:19 dHex:1	19,19,1,0,0,0,0,0,0,0,0,0,0,0	H19N19F1	HexNAc(19)Hex(19)dHex(1)	7101.5803	True
892	G34730YF	Hex:19 HexNAc:19	19,19,0,0,0,0,0,0,0,0,0,0,0,0	H19N19	HexNAc(19)Hex(19)	6955.5224	True
887	G34730YF	Hex:19 HexNAc:18 NeuAc:1	19,18,0,1,0,0,0,0,0,0,0,0,0,0	H19N18S1	HexNAc(18)Hex(19)NeuAc(1)	7043.5384	True
889	G34730YF	Hex:19 HexNAc:18 dHex:1	19,18,1,0,0,0,0,0,0,0,0,0,0,0	H19N18F1	HexNAc(18)Hex(19)dHex(1)	6898.5009	True
890	G34730YF	Hex:19 HexNAc:18 dHex:1 NeuAc:1	19,18,1,1,0,0,0,0,0,0,0,0,0,0	H19N18F1S1	HexNAc(18)Hex(19)dHex(1)NeuAc(1)	7189.5963	True
506	G33609NS	Hex:5 HexNAc:3	5,3,0,0,0,0,0,0,0,0,0,0,0,0	H5N3	HexNAc(3)Hex(5)	1437.5128	True
161	G82119TF	Hex:5 HexNAc:3 dHex:1	5,3,1,0,0,0,0,0,0,0,0,0,0,0	H5N3F1	HexNAc(3)Hex(5)dHex(1)	1583.5707	True
567	G34617SM	Hex:7 HexNAc:6 dHex:1 NeuAc:1	7,6,1,1,0,0,0,0,0,0,0,0,0,0	H7N6F1S1	HexNAc(6)Hex(7)dHex(1)NeuAc(1)	2808.0099	True
371	G72886NH	Hex:8 HexNAc:7 dHex:1 NeuAc:2	8,7,1,2,0,0,0,0,0,0,0,0,0,0	H8N7F1S2	HexNAc(7)Hex(8)dHex(1)NeuAc(2)	3464.2375	True
50	G58598BO	Hex:8 HexNAc:7 dHex:1 NeuAc:1	8,7,1,1,0,0,0,0,0,0,0,0,0,0	H8N7F1S1	HexNAc(7)Hex(8)dHex(1)NeuAc(1)	3173.1421	True
689	G52589SM	Hex:7 HexNAc:5 dHex:1	7,5,1,0,0,0,0,0,0,0,0,0,0,0	H7N5F1	HexNAc(5)Hex(7)dHex(1)	2313.8351	True
231	G13728QT	Hex:7 HexNAc:5 dHex:1 NeuAc:1	7,5,1,1,0,0,0,0,0,0,0,0,0,0	H7N5F1S1	HexNAc(5)Hex(7)dHex(1)NeuAc(1)	2604.9305	True
690	G81375TC	Hex:8 HexNAc:5 dHex:1	8,5,1,0,0,0,0,0,0,0,0,0,0,0	H8N5F1	HexNAc(5)Hex(8)dHex(1)	2475.8879	True
252	G46902YN	Hex:6 HexNAc:4 dHex:1	6,4,1,0,0,0,0,0,0,0,0,0,0,0	H6N4F1	HexNAc(4)Hex(6)dHex(1)	1948.7029	True
421	G66621EA	Hex:7 HexNAc:4 dHex:1	7,4,1,0,0,0,0,0,0,0,0,0,0,0	H7N4F1	HexNAc(4)Hex(7)dHex(1)	2110.7557	True
241	G17276XO	Hex:8 HexNAc:5 dHex:1 NeuAc:1	8,5,1,1,0,0,0,0,0,0,0,0,0,0	H8N5F1S1	HexNAc(5)Hex(8)dHex(1)NeuAc(1)	2766.9833	True
634	G61053JL	Hex:9 HexNAc:5 dHex:1	9,5,1,0,0,0,0,0,0,0,0,0,0,0	H9N5F1	HexNAc(5)Hex(9)dHex(1)	2637.9407	True
289	G68796US	Hex:5 HexNAc:4 dHex:1 NeuAc:3	5,4,1,3,0,0,0,0,0,0,0,0,0,0	H5N4F1S3	HexNAc(4)Hex(5)dHex(1)NeuAc(3)	2659.9363	True
840	G93180LE	Hex:6 HexNAc:2 Ph:1	6,2,0,0,0,0,0,1,0,0,0,0,0,0	H6N2p1	HexNAc(2)Hex(6)Phospho(1)	1476.4525	True
852	G14889BN	Hex:7 HexNAc:2 Ph:1	7,2,0,0,0,0,0,1,0,0,0,0,0,0	H7N2p1	HexNAc(2)Hex(7)Phospho(1)	1638.5053	True
841	G23869AA	Hex:6 HexNAc:3 Ph:1	6,3,0,0,0,0,0,1,0,0,0,0,0,0	H6N3p1	HexNAc(3)Hex(6)Phospho(1)	1679.5319	True
787	G23869AA	Hex:1 HexNAc:1 dHex:1 Me:2	1,1,1,0,0,0,0,0,0,0,0,2,0,0	H1N1F1m2	HexNAc(1)Hex(1)dHex(1)Me(2) % this composition contains Me (not defined residue for Byonic)	557.2321	True
786	G23869AA	Hex:1 HexNAc:1 dHex:1 Me:1	1,1,1,0,0,0,0,0,0,0,0,1,0,0	H1N1F1m1	HexNAc(1)Hex(1)dHex(1)Me(1) % this composition contains Me (not defined residue for Byonic)	543.2164	True
528	G23869AA	Hex:13 HexNAc:2	13,2,0,0,0,0,0,0,0,0,0,0,0,0	H13N2	HexNAc(2)Hex(13)	2530.8558	True
577	G69946AU	Hex:3 HexNAc:7 dHex:1 Su:1	3,7,1,0,0,0,1,0,0,0,0,0,0,0	H3N7F1s1	HexNAc(7)Hex(3)dHex(1)Sulfo(1)	2151.7395	True
661	G20014JD	Hex:4 HexNAc:6 dHex:1 NeuAc:1 Su:1	4,6,1,1,0,0,1,0,0,0,0,0,0,0	H4N6F1S1s1	HexNAc(6)Hex(4)dHex(1)NeuAc(1)Sulfo(1)	2401.8083	True
322	G37246US	Hex:3 HexNAc:5 dHex:1 Su:1	3,5,1,0,0,0,1,0,0,0,0,0,0,0	H3N5F1s1	HexNAc(5)Hex(3)dHex(1)Sulfo(1)	1745.5807	True
204	G70752JY	Hex:3 HexNAc:7 Su:1	3,7,0,0,0,0,1,0,0,0,0,0,0,0	H3N7s1	HexNAc(7)Hex(3)Sulfo(1)	2005.6816	True
369	G03824ER	Hex:4 HexNAc:6 NeuAc:1 Su:1	4,6,0,1,0,0,1,0,0,0,0,0,0,0	H4N6S1s1	HexNAc(6)Hex(4)NeuAc(1)Sulfo(1)	2255.7504	True
302	G03824ER	Hex:10 HexNAc:6 dHex:1	10,6,1,0,0,0,0,0,0,0,0,0,0,0	H10N6F1	HexNAc(6)Hex(10)dHex(1)	3003.0729	True
295	G53729WJ	Hex:9 HexNAc:6 dHex:1	9,6,1,0,0,0,0,0,0,0,0,0,0,0	H9N6F1	HexNAc(6)Hex(9)dHex(1)	2841.0201	True
390	G11243PG	Hex:8 HexNAc:6 dHex:1	8,6,1,0,0,0,0,0,0,0,0,0,0,0	H8N6F1	HexNAc(6)Hex(8)dHex(1)	2678.9673	True
698	G76613WN	Hex:7 HexNAc:4	7,4,0,0,0,0,0,0,0,0,0,0,0,0	H7N4	HexNAc(4)Hex(7)	1964.6978	True
809	G76613WN	Hex:3 HexNAc:4 dHex:1 Other:2	3,4,1,0,0,0,0,0,0,0,0,0,0,2	H3N4F1X2	HexNAc(4)Hex(3)dHex(1)Other(2) % this composition contains  (not defined residue for Byonic)	1710.5773	True
808	G76613WN	Hex:3 HexNAc:4 dHex:1 Other:1	3,4,1,0,0,0,0,0,0,0,0,0,0,1	H3N4F1X1	HexNAc(4)Hex(3)dHex(1)Other(1) % this composition contains  (not defined residue for Byonic)	1586.5609	True
806	G76613WN	Hex:3 HexNAc:3 dHex:1 Other:2	3,3,1,0,0,0,0,0,0,0,0,0,0,2	H3N3F1X2	HexNAc(3)Hex(3)dHex(1)Other(2) % this composition contains  (not defined residue for Byonic)	1507.4979	True
805	G76613WN	Hex:3 HexNAc:3 dHex:1 Other:1	3,3,1,0,0,0,0,0,0,0,0,0,0,1	H3N3F1X1	HexNAc(3)Hex(3)dHex(1)Other(1) % this composition contains  (not defined residue for Byonic)	1383.4815	True
94	G66163OV	Hex:6 HexNAc:5 dHex:2	6,5,2,0,0,0,0,0,0,0,0,0,0,0	H6N5F2	HexNAc(5)Hex(6)dHex(2)	2297.8402	True
580	G19972YZ	Hex:9 HexNAc:8	9,8,0,0,0,0,0,0,0,0,0,0,0,0	H9N8	HexNAc(8)Hex(9)	3101.121	True
725	G77582RK	Hex:8 HexNAc:7	8,7,0,0,0,0,0,0,0,0,0,0,0,0	H8N7	HexNAc(7)Hex(8)	2735.9888	True
773	G25637MV	Hex:5 HexNAc:2 dHex:1	5,2,1,0,0,0,0,0,0,0,0,0,0,0	H5N2F1	HexNAc(2)Hex(5)dHex(1)	1380.4913	True
762	G84820NF	Hex:6 HexNAc:3 dHex:1	6,3,1,0,0,0,0,0,0,0,0,0,0,0	H6N3F1	HexNAc(3)Hex(6)dHex(1)	1745.6235	True
259	G86226EA	Hex:7 HexNAc:4 NeuAc:1	7,4,0,1,0,0,0,0,0,0,0,0,0,0	H7N4S1	HexNAc(4)Hex(7)NeuAc(1)	2255.7932	True
24	G47196YN	Hex:7 HexNAc:4 NeuAc:2	7,4,0,2,0,0,0,0,0,0,0,0,0,0	H7N4S2	HexNAc(4)Hex(7)NeuAc(2)	2546.8886	True
515	G56784JY	Hex:5 HexNAc:4 dHex:2 NeuAc:2	5,4,2,2,0,0,0,0,0,0,0,0,0,0	H5N4F2S2	HexNAc(4)Hex(5)dHex(2)NeuAc(2)	2514.8988	True
682	G56784JY	HexNAc:2 dHex:2	0,2,2,0,0,0,0,0,0,0,0,0,0,0	N2F2	HexNAc(2)dHex(2)	716.2852	True
631	G56784JY	HexNAc:1 dHex:2	0,1,2,0,0,0,0,0,0,0,0,0,0,0	N1F2	HexNAc(1)dHex(2)	513.2058	True
178	G56784JY	HexNAc:2 dHex:1	0,2,1,0,0,0,0,0,0,0,0,0,0,0	N2F1	HexNAc(2)dHex(1)	570.2273	True
325	G21643DJ	Hex:3 HexNAc:4 dHex:3	3,4,3,0,0,0,0,0,0,0,0,0,0,0	H3N4F3	HexNAc(4)Hex(3)dHex(3)	1754.6603	True
615	G93656SY	Hex:7 HexNAc:6 NeuAc:2	7,6,0,2,0,0,0,0,0,0,0,0,0,0	H7N6S2	HexNAc(6)Hex(7)NeuAc(2)	2953.0474	True
772	G93656SY	Hex:5 HexNAc:5 dHex:1 Kdn:2	5,5,1,0,0,0,0,0,2,0,0,0,0,0	H5N5F1K2	HexNAc(5)Hex(5)dHex(1)Kdn(2) % this composition contains Kdn (not defined residue for Byonic)	2489.8673	True
284	G93656SY	Hex:5 HexNAc:4 Kdn:2	5,4,0,0,0,0,0,0,2,0,0,0,0,0	H5N4K2	HexNAc(4)Hex(5)Kdn(2) % this composition contains Kdn (not defined residue for Byonic)	2140.73	True
219	G93656SY	Hex:6 HexNAc:6 Kdn:3	6,6,0,0,0,0,0,0,3,0,0,0,0,0	H6N6K3	HexNAc(6)Hex(6)Kdn(3) % this composition contains Kdn (not defined residue for Byonic)	2959.0105	True
5	G93656SY	Hex:6 HexNAc:6 dHex:1 Kdn:3	6,6,1,0,0,0,0,0,3,0,0,0,0,0	H6N6F1K3	HexNAc(6)Hex(6)dHex(1)Kdn(3) % this composition contains Kdn (not defined residue for Byonic)	3105.0684	True
13	G93656SY	Hex:5 HexNAc:5 Kdn:2	5,5,0,0,0,0,0,0,2,0,0,0,0,0	H5N5K2	HexNAc(5)Hex(5)Kdn(2) % this composition contains Kdn (not defined residue for Byonic)	2343.8094	True
33	G93656SY	Hex:5 HexNAc:4 dHex:1 Kdn:2	5,4,1,0,0,0,0,0,2,0,0,0,0,0	H5N4F1K2	HexNAc(4)Hex(5)dHex(1)Kdn(2) % this composition contains Kdn (not defined residue for Byonic)	2286.7879	True
573	G33022UX	Hex:4 HexNAc:3 dHex:1 Su:1	4,3,1,0,0,0,1,0,0,0,0,0,0,0	H4N3F1s1	HexNAc(3)Hex(4)dHex(1)Sulfo(1)	1501.4747	True
26	G39891VF	Hex:7 HexNAc:5 NeuAc:1	7,5,0,1,0,0,0,0,0,0,0,0,0,0	H7N5S1	HexNAc(5)Hex(7)NeuAc(1)	2458.8726	True
433	G25418HZ	Hex:6 HexNAc:4 NeuAc:1	6,4,0,1,0,0,0,0,0,0,0,0,0,0	H6N4S1	HexNAc(4)Hex(6)NeuAc(1)	2093.7404	True
572	G52114WE	Hex:8 HexNAc:6 dHex:1 NeuAc:1	8,6,1,1,0,0,0,0,0,0,0,0,0,0	H8N6F1S1	HexNAc(6)Hex(8)dHex(1)NeuAc(1)	2970.0627	True
210	G49084LP	Hex:8 HexNAc:6 NeuAc:1	8,6,0,1,0,0,0,0,0,0,0,0,0,0	H8N6S1	HexNAc(6)Hex(8)NeuAc(1)	2824.0048	True
811	G95158TF	Hex:3 HexNAc:8 dHex:4 Other:3	3,8,4,0,0,0,0,0,0,0,0,0,0,3	H3N8F4X3	HexNAc(8)Hex(3)dHex(4)Other(3) % this composition contains  (not defined residue for Byonic)	3103.2248	True
901	G27840GS	Hex:3 HexNAc:10 dHex:4 Other:4	3,10,4,0,0,0,0,0,0,0,0,0,0,4	H3N10F4X4	HexNAc(10)Hex(3)dHex(4)Other(4) % this composition contains  (not defined residue for Byonic)	3639.4466	True
438	G26759AS	Hex:3 HexNAc:8	3,8,0,0,0,0,0,0,0,0,0,0,0,0	H3N8	HexNAc(8)Hex(3)	2128.8042	True
446	G72398FA	Hex:3 HexNAc:7	3,7,0,0,0,0,0,0,0,0,0,0,0,0	H3N7	HexNAc(7)Hex(3)	1925.7248	True
570	G66766XF	Hex:4 HexNAc:7	4,7,0,0,0,0,0,0,0,0,0,0,0,0	H4N7	HexNAc(7)Hex(4)	2087.7776	True
621	G75607BQ	Hex:6 HexNAc:7	6,7,0,0,0,0,0,0,0,0,0,0,0,0	H6N7	HexNAc(7)Hex(6)	2411.8832	True
364	G12849CJ	Hex:7 HexNAc:3	7,3,0,0,0,0,0,0,0,0,0,0,0,0	H7N3	HexNAc(3)Hex(7)	1761.6184	True
672	G03842KQ	Hex:7 HexNAc:3 dHex:1	7,3,1,0,0,0,0,0,0,0,0,0,0,0	H7N3F1	HexNAc(3)Hex(7)dHex(1)	1907.6763	True
